uid,out,single,double,triple,home_run
155,0.636113361,0.261287212,0.054814274,0.01122979,0.036555363
156,0.647423353,0.276134796,0.038589916,0.003988582,0.033863353
159,0.632527534,0.248219672,0.050163213,0.007770465,0.061319115
160,0.463841036,0.323366073,0.053780069,0.009559713,0.149453109
164,0.430803799,0.184673533,0.381437765,0.001322528,0.001762374
177,0.517883603,0.088788349,0.237572676,0.003141436,0.152613936
180,0.620321776,0.202574329,0.162906574,0.004488335,0.009708986
188,0.487024091,0.323692557,0.041174379,0.004865099,0.143243874
193,0.765238978,0.222929136,0.009431437,0.001270644,0.001129805
201,0.903200122,0.093224373,0.002352612,0.00066233,0.000560564
202,0.576985348,0.226624685,0.034241668,0.0026691,0.1594792
206,0.680371741,0.262460313,0.024885454,0.001290442,0.03099205
207,0.596598152,0.302017615,0.070735587,0.010365293,0.020283353
209,0.81372054,0.164129718,0.013788291,0.001579621,0.006781829
212,0.790475452,0.158395473,0.028035026,0.009961614,0.013132434
214,0.743712408,0.031978614,0.194875789,0.020608082,0.008825107
222,0.665681511,0.261362957,0.027780754,0.005013848,0.04016093
223,0.691931928,0.275466714,0.018134674,0.000545738,0.013920947
227,0.698938254,0.277254246,0.014189266,0.001073252,0.008544982
228,0.683173239,0.18234203,0.076717689,0.014079311,0.043687731
229,0.840652858,0.153198002,0.004174705,0.00083544,0.001138995
238,0.702577934,0.114778141,0.110505824,0.010015071,0.06212303
239,0.800178351,0.192251437,0.005767836,0.000958579,0.000843797
243,0.589138038,0.20040255,0.131386159,0.007413453,0.071659801
247,0.747243169,0.110907448,0.057388131,0.002427627,0.082033625
248,0.675619232,0.18915584,0.068494747,0.002273557,0.064456624
251,0.6816208,0.262568489,0.04761394,0.003671652,0.004525119
252,0.779641048,0.205636526,0.012542329,0.000962301,0.001217796
253,0.67793764,0.248404165,0.049889104,0.00161277,0.02215632
254,0.754424649,0.215684217,0.018832196,0.002567074,0.008491864
261,0.709102801,0.279660436,0.006929271,0.003329417,0.000978075
263,0.832831824,0.024693479,0.100155637,0.006880155,0.035438905
264,0.792847996,0.081363386,0.104768032,0.013051476,0.00796911
266,0.666665075,0.237853376,0.063144367,0.007416236,0.024920946
269,0.703208823,0.227998025,0.060715824,0.007422905,0.000654423
274,0.714285156,0.190916754,0.080541226,0.004701159,0.009555704
275,0.762566754,0.095590273,0.060376271,0.010055084,0.071411618
276,0.782093113,0.093153636,0.043650035,0.003718249,0.077384967
280,0.648381287,0.259494486,0.0354495,0.001854948,0.054819778
286,0.751442979,0.13327997,0.040563127,0.006269076,0.068444847
288,0.599261028,0.223824912,0.076984488,0.008927237,0.091002334
293,0.754136854,0.216941375,0.019107382,0.002396061,0.007418328
295,0.870790857,0.055646726,0.030996519,0.00275752,0.039808379
299,0.699793487,0.288206201,0.008599199,0.001667594,0.001733519
311,0.666912146,0.213143261,0.044858919,0.006532105,0.06855357
312,0.592539704,0.224632355,0.052101354,0.001683726,0.129042862
325,0.920665878,0.035230498,0.017343253,0.001790247,0.024970124
327,0.748471717,0.112337886,0.066663633,0.01239242,0.060134344
329,0.547734696,0.253460945,0.073327488,0.025345477,0.100131395
330,0.759988217,0.197041987,0.034526918,0.002139485,0.006303392
333,0.740783148,0.139648869,0.070565273,0.009934301,0.03906841
336,0.756058304,0.162840424,0.034483297,0.010416648,0.036201326
339,0.641375916,0.280799462,0.027774167,0.019746017,0.030304439
344,0.736272227,0.146584404,0.070044842,0.011431478,0.03566705
350,0.58539934,0.158998968,0.137927697,0.003654559,0.114019436
352,0.726500204,0.186900166,0.036001307,0.007804277,0.042794047
357,0.571485157,0.216831426,0.056514107,0.001841499,0.153327811
361,0.559042388,0.064897494,0.305778106,0.047766449,0.022515564
364,0.509083495,0.28070723,0.089191758,0.022696725,0.098320793
367,0.734449341,0.23594396,0.016071773,0.007322632,0.006212293
380,0.526743248,0.313949193,0.093077753,0.006326876,0.059902929
386,0.769182276,0.178493929,0.029201837,0.001545503,0.021576455
394,0.714732681,0.150319319,0.059620387,0.002747363,0.072580249
395,0.537757025,0.0727153,0.376565918,0.004506572,0.008455185
401,0.729324492,0.136965545,0.076521157,0.011890121,0.045298686
402,0.71792988,0.239928622,0.027797097,0.007319611,0.00702479
416,0.504388633,0.13420022,0.320109511,0.01023399,0.031067645
419,0.84541089,0.106515065,0.034910968,0.004187084,0.008975993
433,0.779472032,0.171381256,0.033722963,0.002062764,0.013360985
435,0.665709197,0.273362294,0.027439657,0.002172131,0.031316721
438,0.767228662,0.066691824,0.146247297,0.010276573,0.009555644
444,0.81061412,0.135002341,0.022601844,0.011097593,0.020684103
446,0.648877296,0.286140039,0.053963714,0.008322012,0.002696939
451,0.832218204,0.048651228,0.090720055,0.00846399,0.019946523
464,0.647642382,0.332206708,0.015725107,0.003149888,0.001275915
467,0.744333273,0.243286684,0.010381079,0.001761828,0.000237136
479,0.82733147,0.088205162,0.020730707,0.003316723,0.060415938
489,0.691702362,0.258931406,0.026107028,0.00525143,0.018007774
490,0.710011953,0.215167085,0.036342978,0.007816523,0.030661462
492,0.68724161,0.179048692,0.05904514,0.003257659,0.071406899
497,0.757872691,0.200146597,0.033111778,0.002128685,0.006740249
504,0.817919561,0.171574641,0.007560922,0.000806227,0.00213865
508,0.741292369,0.175400074,0.036124444,0.011630666,0.035552447
513,0.80168052,0.184826441,0.008836545,0.000979882,0.003676611
516,0.60658429,0.374454763,0.013244682,0.002594911,0.003121354
524,0.714619965,0.247914901,0.030184781,0.002746208,0.004534145
527,0.756942003,0.192874834,0.032685487,0.002843746,0.01465393
529,0.671884415,0.255695673,0.034194144,0.008293452,0.029932316
530,0.754600655,0.153039489,0.030151122,0.006595187,0.055613547
532,0.692860726,0.277974128,0.019867197,0.007041728,0.002256221
540,0.422309502,0.14838128,0.39906198,0.003236255,0.027010983
546,0.647181304,0.332838048,0.014839077,0.003912691,0.001228879
547,0.789303079,0.082751831,0.046031735,0.011843559,0.070069796
549,0.854819333,0.122879172,0.011851715,0.001437201,0.009012578
554,0.780393935,0.120360885,0.036416473,0.006143904,0.056684804
556,0.797037546,0.086303689,0.038723495,0.014076892,0.063858377
557,0.665438534,0.235094879,0.026055078,0.000711184,0.072700325
564,0.705944388,0.198353051,0.072347022,0.004734156,0.018621382
571,0.660237978,0.296637373,0.027083905,0.007608503,0.008432242
572,0.663579557,0.174309551,0.069445519,0.009751369,0.082914003
574,0.827717182,0.15319795,0.009362428,0.000791959,0.00893048
575,0.708299957,0.190304857,0.044226159,0.004855764,0.052313263
576,0.530511479,0.343902612,0.092590789,0.005265404,0.027729716
578,0.674048063,0.176598196,0.046871785,0.008387804,0.094094152
582,0.749985173,0.231205988,0.012980674,0.001125145,0.00470302
586,0.644841682,0.209163647,0.058566192,0.001271506,0.086156972
597,0.696448023,0.277437163,0.018937455,0.002161806,0.005015553
602,0.708305636,0.158269177,0.077808807,0.014594919,0.041021461
608,0.329257097,0.454518375,0.205311984,0.001815925,0.009096619
618,0.811389853,0.177031089,0.007691868,0.000793035,0.003094156
620,0.716313954,0.252989813,0.016506678,0.003500014,0.010689541
621,0.47556904,0.472227839,0.049203284,0.001885449,0.001114388
630,0.637373229,0.354417862,0.005941832,0.001389214,0.000877863
636,0.337739153,0.144386673,0.503457386,0.006213992,0.008202797
650,0.671222584,0.27899292,0.027543875,0.002621408,0.019619213
652,0.64950893,0.288364497,0.047873307,0.006029274,0.008223992
654,0.737637045,0.231508565,0.026805674,0.002336018,0.001712698
655,0.28225025,0.664558256,0.050855674,0.001047507,0.001288314
656,0.648359486,0.234870615,0.075662505,0.012985884,0.028121509
657,0.711532008,0.249689974,0.021898106,0.001449023,0.015430889
664,0.803650743,0.188029399,0.005257561,0.000499426,0.002562871
667,0.703502682,0.213760828,0.037006653,0.002860024,0.042869812
674,0.723337164,0.113832133,0.043737896,0.011885441,0.107207365
677,0.670876439,0.119139522,0.096498565,0.00348592,0.109999554
681,0.742688193,0.227123424,0.015583964,0.00067185,0.013932568
685,0.634817444,0.160888181,0.082268003,0.007098852,0.114927521
692,0.634526513,0.199417342,0.044742702,0.001481738,0.119831704
694,0.581550907,0.308958389,0.032341165,0.00076029,0.076389249
695,0.624866787,0.279321098,0.057093138,0.014831484,0.023887493
696,0.706633172,0.273039676,0.018766251,0.000906202,0.000654698
712,0.649105915,0.216971174,0.078752545,0.001778385,0.053391981
720,0.627866984,0.20882013,0.078979138,0.001739058,0.082594689
727,0.77371249,0.206785115,0.015743124,0.002271145,0.001488125
736,0.811074684,0.172632649,0.01202288,0.000640738,0.003629048
737,0.277449616,0.091029868,0.436224044,0.003621889,0.191674583
760,0.374733576,0.100469896,0.449036611,0.006436899,0.069323017
761,0.701796469,0.251814536,0.032782431,0.008174711,0.005431854
762,0.77953151,0.195384149,0.01637312,0.001286515,0.007424707
763,0.689761957,0.211481445,0.070371973,0.005129507,0.023255117
766,0.612786935,0.355890592,0.021387406,0.005040018,0.00489505
771,0.679614441,0.287303373,0.016114959,0.000848942,0.016118284
774,0.70556113,0.145506254,0.117146895,0.006900797,0.024884925
782,0.428933095,0.178209524,0.360252856,0.001813256,0.030791269
783,0.719080457,0.174207462,0.044578543,0.00200457,0.060128968
785,0.686623077,0.230317796,0.074344042,0.003542124,0.005172961
789,0.551085348,0.179167292,0.060544067,0.007610032,0.201593261
790,0.796034628,0.181777712,0.019053869,0.00205061,0.001083182
791,0.788729286,0.194247008,0.013102324,0.001896736,0.002024646
792,0.607894188,0.373735054,0.017361619,0.00066181,0.000347329
793,0.488878774,0.504703527,0.004059749,0.001319096,0.001038854
794,0.55340102,0.204982031,0.094739648,0.022499621,0.12437768
809,0.721522004,0.201178648,0.056882528,0.004390334,0.016026487
826,0.511829378,0.253870315,0.228648698,0.003287443,0.002364166
827,0.64904048,0.308807361,0.035984939,0.001069981,0.005097239
829,0.617336197,0.166094825,0.101325109,0.004191188,0.111052681
833,0.514645692,0.215161569,0.041374516,0.001194915,0.227623308
839,0.624147359,0.362044369,0.010089944,0.002256237,0.001462091
840,0.605501275,0.267424883,0.026101386,0.002149487,0.098822969
845,0.602291865,0.320722338,0.036650089,0.005999185,0.034336523
858,0.632150962,0.311788766,0.036684462,0.009419159,0.009956652
865,0.735103317,0.050323165,0.030588404,0.006194169,0.177790944
867,0.755434126,0.172478738,0.05947056,0.002540937,0.01007564
871,0.799241396,0.13692503,0.049898306,0.003891261,0.010044008
877,0.546580369,0.169975082,0.046281599,0.007519103,0.229643846
895,0.728811694,0.229127222,0.024317876,0.006983551,0.010759657
896,0.676731404,0.236518526,0.03661176,0.001341973,0.048796336
900,0.797153982,0.187006075,0.009185286,0.000935401,0.005719256
904,0.579593498,0.342821404,0.051885001,0.007824985,0.017875112
939,0.565058633,0.276989191,0.10140351,0.015454475,0.041094191
944,0.702150796,0.195541081,0.058116813,0.00220173,0.041989581
947,0.566682832,0.148971498,0.257556211,0.00506348,0.021725979
956,0.483055342,0.129499749,0.103827357,0.027715334,0.255902217
957,0.635751189,0.290256357,0.029059537,0.001649716,0.043283201
961,0.786748563,0.204701682,0.006953597,0.00124598,0.000350178
964,0.663992168,0.316526156,0.013358598,0.003646995,0.002476084
966,0.86368453,0.126450062,0.007768667,0.000969942,0.001126799
967,0.722862886,0.188945271,0.045512729,0.013888856,0.028790258
973,0.747275977,0.123034378,0.03815019,0.00103275,0.090506705
981,0.755550089,0.179434959,0.049139947,0.001834144,0.014040861
984,0.792817006,0.141659253,0.033260206,0.009817341,0.022446194
988,0.837050461,0.069365425,0.030933339,0.003168259,0.059482516
992,0.773873244,0.182956349,0.021132665,0.000907707,0.021130035
995,0.668357387,0.167475862,0.073199614,0.008842366,0.082124772
998,0.637446295,0.337144437,0.020510334,0.00289648,0.002002455
1013,0.662688135,0.236863066,0.046885205,0.008436748,0.045126846
1014,0.737182328,0.235843562,0.019281572,0.002037804,0.005654733
1015,0.521163445,0.233381485,0.123503476,0.025297881,0.096653712
1023,0.668899141,0.08269532,0.206138421,0.023231109,0.019036009
1031,0.562263715,0.247535698,0.035488564,0.020796075,0.133915947
1033,0.621609107,0.260992084,0.107684879,0.005110836,0.004603094
1035,0.753012628,0.185964169,0.042505084,0.00492177,0.013596349
1045,0.652115335,0.26640323,0.050925881,0.008041028,0.022514526
1046,0.741715445,0.209032463,0.040271833,0.004228828,0.004751432
1047,0.809039863,0.169815644,0.016927877,0.002051745,0.00216487
1050,0.920913448,0.040388047,0.033541413,0.003796002,0.00136109
1056,0.635813293,0.329208938,0.030145924,0.003818156,0.001013689
1060,0.557354362,0.269562954,0.070779743,0.020933051,0.08136989
1069,0.655548256,0.248973389,0.042177132,0.005345105,0.047956118
1070,0.419080876,0.412397354,0.096499988,0.006187905,0.065833877
1077,0.637744227,0.266587489,0.03277857,0.001235625,0.061654089
1078,0.740768711,0.246345827,0.010236977,0.001734699,0.000913786
1079,0.670198214,0.274418409,0.030719974,0.008874063,0.015789341
1080,0.825799722,0.079182596,0.05569536,0.003776188,0.035546134
1087,0.299652198,0.082668709,0.470758591,0.005103585,0.141816916
1114,0.811231779,0.124047621,0.037191932,0.001411053,0.026117615
1119,0.636862891,0.200597101,0.071387644,0.007408275,0.083744089
1128,0.766794397,0.150519448,0.040795544,0.004421645,0.037468966
1135,0.715018937,0.162978892,0.032687551,0.00357169,0.08574293
1136,0.610167075,0.316691462,0.041377845,0.00751159,0.024252028
1138,0.861328371,0.129587198,0.007717733,0.000866801,0.000499898
1147,0.754876674,0.19100859,0.041694343,0.002114741,0.010305652
1152,0.79961702,0.151061397,0.02288621,0.009818813,0.01661656
1155,0.409500355,0.150054746,0.381846727,0.002472828,0.056125344
1156,0.814098028,0.095307535,0.033420215,0.005149047,0.052025175
1161,0.670875207,0.163228156,0.075917675,0.003260753,0.086718209
1164,0.612852477,0.312378731,0.040035347,0.001161937,0.033571508
1173,0.670832396,0.088237423,0.092544149,0.003664489,0.144721543
1177,0.632684883,0.201231644,0.087793957,0.002513006,0.07577651
1189,0.470032905,0.443051336,0.057311057,0.00666104,0.022943662
1192,0.872762716,0.062678577,0.05517053,0.007811049,0.001577128
1193,0.668525646,0.240240533,0.06459373,0.005086315,0.021553775
1194,0.655861382,0.157231167,0.065669365,0.015402478,0.105835608
1196,0.622898873,0.205667514,0.114908289,0.012942894,0.04358243
1199,0.758642452,0.083846371,0.072353459,0.004624323,0.080533394
1202,0.883586237,0.050659875,0.05877258,0.003436005,0.003545304
1205,0.39542442,0.263705942,0.332664704,0.003982544,0.004222389
1209,0.618313208,0.224725158,0.055902353,0.00510757,0.095951712
1215,0.699273618,0.118085651,0.150959161,0.023776648,0.007904922
1221,0.869132433,0.124275785,0.003649468,0.001125754,0.00181656
1223,0.742414714,0.218514043,0.024325463,0.001763681,0.012982099
1224,0.558267285,0.205081919,0.086355908,0.00159877,0.148696118
1225,0.7617805,0.214157142,0.013717054,0.001404635,0.008940668
1228,0.738907875,0.194078297,0.048371421,0.004654093,0.013988314
1233,0.803231387,0.156285672,0.025021951,0.001977802,0.013483188
1241,0.588131273,0.141246725,0.265987684,0.001610079,0.003024239
1267,0.617373709,0.24623584,0.086254953,0.011193109,0.03894239
1269,0.6495081,0.16007535,0.05393583,0.010664755,0.125815966
1272,0.541085226,0.223214276,0.042141537,0.014520304,0.179038657
1274,0.505616784,0.317001277,0.09303805,0.022639853,0.061704036
1282,0.835246509,0.11996156,0.02484331,0.00638535,0.013563271
1285,0.504123118,0.157775873,0.099163249,0.051039415,0.187898346
1287,0.710194027,0.187705106,0.08232585,0.003425538,0.016349479
1295,0.65988463,0.247342106,0.024855946,0.000860888,0.06705643
1301,0.857450953,0.049892917,0.031748093,0.002849885,0.058058152
1302,0.771295764,0.173951656,0.039630992,0.004609661,0.010511927
1303,0.636308137,0.329759127,0.023194378,0.002704389,0.008033968
1304,0.651959768,0.219261429,0.042064891,0.004941215,0.081772696
1323,0.620473863,0.233940571,0.037619804,0.000810088,0.107155673
1325,0.660771335,0.336431217,0.002275943,0.000339938,0.000181566
1326,0.868895363,0.125706619,0.003651726,0.001235435,0.000510857
1327,0.790808448,0.205339276,0.002785959,0.000528034,0.000538282
1328,0.766995564,0.220609642,0.010444898,0.000876852,0.001073045
1332,0.644706761,0.182460858,0.116460853,0.00129357,0.055077959
1341,0.794655665,0.169084487,0.026061331,0.001999915,0.008198602
1348,0.713401776,0.254770917,0.023292483,0.005385568,0.003149256
1364,0.853867747,0.034516402,0.05390296,0.009607335,0.048105556
1366,0.563452238,0.243152634,0.181334198,0.011011913,0.001049017
1368,0.711071103,0.179938434,0.0599335,0.001784155,0.047272808
1373,0.927987388,0.021499904,0.039494295,0.007609403,0.003409009
1374,0.820884888,0.172827709,0.005269907,0.0004265,0.000590995
1375,0.675734408,0.207622771,0.099247608,0.003139243,0.014255969
1393,0.654905451,0.297328056,0.017801253,0.00274796,0.027217281
1399,0.347073165,0.123607452,0.405490227,0.005745609,0.118083547
1402,0.824729278,0.152254246,0.016343413,0.002935154,0.003737908
1404,0.754174218,0.129068356,0.062050914,0.011327826,0.043378686
1406,0.531758825,0.248856858,0.052977072,0.007262546,0.159144699
1417,0.623408194,0.249730162,0.054125324,0.005027035,0.067709285
1430,0.717875441,0.254855981,0.016033521,0.001130179,0.010104877
1435,0.528252048,0.056367347,0.350429022,0.005876096,0.059075487
1439,0.630262654,0.137976102,0.131282379,0.006440056,0.094038808
1442,0.74824251,0.204314813,0.02100513,0.00189206,0.024545487
1444,0.472862414,0.330534235,0.050071149,0.006360411,0.140171791
1450,0.591820916,0.353388634,0.035921893,0.012403299,0.006465258
1451,0.636532954,0.331636349,0.016347837,0.002985321,0.012497539
1457,0.675628962,0.189374282,0.067438867,0.015367283,0.052190605
1459,0.581624274,0.321438364,0.071179641,0.011839422,0.013918299
1470,0.633888981,0.300890396,0.025698668,0.00300579,0.036516165
1475,0.71206869,0.266541792,0.014547297,0.005849272,0.000992949
1488,0.676354122,0.305886374,0.013872269,0.000923557,0.002963677
1501,0.635435678,0.323610288,0.02539309,0.00401161,0.011549335
1504,0.747482612,0.165822597,0.041170524,0.001267522,0.044256744
1505,0.782173184,0.198398422,0.015980715,0.002093375,0.001354304
1506,0.707075947,0.251277993,0.025737237,0.005354888,0.010553935
1511,0.791823944,0.113051951,0.042876379,0.010928495,0.041319231
1512,0.776984515,0.187674691,0.024083294,0.00251228,0.00874522
1514,0.598260106,0.275728796,0.037811162,0.001758057,0.086441879
1515,0.706296457,0.278264641,0.013222915,0.001280421,0.000935565
1516,0.803557114,0.186501722,0.008298551,0.001377859,0.000264754
1520,0.834513454,0.088578571,0.054709784,0.004647289,0.017550901
1530,0.745640659,0.168517547,0.031071934,0.005705054,0.049064806
1534,0.745578101,0.243792934,0.006655187,0.000868338,0.003105441
1537,0.645414025,0.272957447,0.070031158,0.005606936,0.005990433
1544,0.640900376,0.33827582,0.017861716,0.002380782,0.000581306
1545,0.535751506,0.148243478,0.096961824,0.048744204,0.170298988
1546,0.62484813,0.336937519,0.024936638,0.006665558,0.006612155
1547,0.67899287,0.26689974,0.035689296,0.010059564,0.00835853
1550,0.801163669,0.163247366,0.015111358,0.004814985,0.015662623
1551,0.714831961,0.220070018,0.032574129,0.006761925,0.025761967
1552,0.812892458,0.123825207,0.03602553,0.007671636,0.01958517
1553,0.648607947,0.341773666,0.007314151,0.000487455,0.001816781
1555,0.454283711,0.112164751,0.334837036,0.007631117,0.091083386
1556,0.513401422,0.237327975,0.113711767,0.024255427,0.111303409
1558,0.470400717,0.216686224,0.13423202,0.022407246,0.156273793
1559,0.588192109,0.334148413,0.050553781,0.00505322,0.022052476
1562,0.778996674,0.216987536,0.003017872,0.000750987,0.000246931
1563,0.832201145,0.155138267,0.009567339,0.001499387,0.001593862
1567,0.746361715,0.14981941,0.039184556,0.007523503,0.057110815
1568,0.626604552,0.237551177,0.084630006,0.010437846,0.040776419
1574,0.748513051,0.160845653,0.077179056,0.012710409,0.000751832
1577,0.714402833,0.142512222,0.091073518,0.008874524,0.043136903
1588,0.780826202,0.202924263,0.011477024,0.00092233,0.00385018
1592,0.60254341,0.306959482,0.043142671,0.009416307,0.037938129
1594,0.6600315,0.280325564,0.039066182,0.010710909,0.009865845
1596,0.822355248,0.075355903,0.08848346,0.006138562,0.007666827
1600,0.629346973,0.207703938,0.052326146,0.007376785,0.103246158
1620,0.689509714,0.060405675,0.207346813,0.016295467,0.02644233
1622,0.744738995,0.223681244,0.026074464,0.001570789,0.003934508
1631,0.817211054,0.127035062,0.02590719,0.003696062,0.026150632
1633,0.805992833,0.080691343,0.042155494,0.004576444,0.066583886
1640,0.676786633,0.275949552,0.034711254,0.004553126,0.007999436
1641,0.752770639,0.227515801,0.011053396,0.001649407,0.007010757
1651,0.852200308,0.068412538,0.022748553,0.003337321,0.05330128
1656,0.725848053,0.264333087,0.007257782,0.00150627,0.001054807
1668,0.813387215,0.076356329,0.030458817,0.007953239,0.0718444
1670,0.663936903,0.191504956,0.0663343,0.004618282,0.073605559
1671,0.94806494,0.029840791,0.01991158,0.001798281,0.000384409
1673,0.556539747,0.216665854,0.111960883,0.005567788,0.109265728
1681,0.740891056,0.221853017,0.017770513,0.006300596,0.013184818
1688,0.731338992,0.20146972,0.046164096,0.011353094,0.009674099
1701,0.543655711,0.304715745,0.079109254,0.012641008,0.059878282
1703,0.850557426,0.047920588,0.020998301,0.002515817,0.078007868
1708,0.676895696,0.092062505,0.067187459,0.00145876,0.16239558
1717,0.494102942,0.330800527,0.070930767,0.021069574,0.08309619
1720,0.670793192,0.210361786,0.049802994,0.011034469,0.058007558
1726,0.483742697,0.280656205,0.044903667,0.006873829,0.183823602
1733,0.762723839,0.199235761,0.029703307,0.005134766,0.003202327
1744,0.577889674,0.178827768,0.097616817,0.016069932,0.12959581
1754,0.705622868,0.213044973,0.065703468,0.008800812,0.006827879
1755,0.676571622,0.199497941,0.059382383,0.002784019,0.061764034
1762,0.608160897,0.187747158,0.042075708,0.007266038,0.154750199
1765,0.665082386,0.276909912,0.046216227,0.005223375,0.0065681
1769,0.533639411,0.363274919,0.058231124,0.011213006,0.033641541
1776,0.664752602,0.181931621,0.073384091,0.004366467,0.075565219
1786,0.558113779,0.122765496,0.219945303,0.004709194,0.094466228
1788,0.724122119,0.187725206,0.038586424,0.001078528,0.048487723
1792,0.560652885,0.244235398,0.039079154,0.0016651,0.154367463
1794,0.778754914,0.187729293,0.030125836,0.001548019,0.001841938
1796,0.583426552,0.212430797,0.037075711,0.001413164,0.165653776
1801,0.784929631,0.207809824,0.004395346,0.001648135,0.001217063
1802,0.58093168,0.119631206,0.119963651,0.004038237,0.175435226
1804,0.726731687,0.265955329,0.004906179,0.001555487,0.000851317
1805,0.829560342,0.051757805,0.023052557,0.001652366,0.09397693
1806,0.614698677,0.235196849,0.052682189,0.001370469,0.096051815
1809,0.775082771,0.178329246,0.030870543,0.003921259,0.011796181
1813,0.721409186,0.151109695,0.108321336,0.004484464,0.01467532
1815,0.789207153,0.185401661,0.015098803,0.002854951,0.007437433
1816,0.726202455,0.266385365,0.006495514,0.000486119,0.000430546
1819,0.640879612,0.242947643,0.036844958,0.00597378,0.073354006
1825,0.700542277,0.263003326,0.015898966,0.001451046,0.019104386
1826,0.607771344,0.157534272,0.151738558,0.006046954,0.076908872
1831,0.773736366,0.198168733,0.01716934,0.001141963,0.009783598
1834,0.777713744,0.174149239,0.032540146,0.004876141,0.01072073
1836,0.802905293,0.156171655,0.031143005,0.003521356,0.006258692
1839,0.659437889,0.305479168,0.023285438,0.007505251,0.004292254
1842,0.735461491,0.23874338,0.017911172,0.001150187,0.006733769
1847,0.459798396,0.171246773,0.10532612,0.034512399,0.229116313
1848,0.502674215,0.432429316,0.052448023,0.004558659,0.007889787
1859,0.688489558,0.243345124,0.046652118,0.009922582,0.011590619
1870,0.712415387,0.248723684,0.015766552,0.000652335,0.022442043
1874,0.757069789,0.208051613,0.028824448,0.003195571,0.002858579
1875,0.76169139,0.218771941,0.015363637,0.002747682,0.00142535
1878,0.379192811,0.135301903,0.441696516,0.01103637,0.0327724
1879,0.438373287,0.485597565,0.062484753,0.008982889,0.004561506
1892,0.556188523,0.160478534,0.201920117,0.002426553,0.078986273
1900,0.552897405,0.412900832,0.025635557,0.003211885,0.005354322
1910,0.755225134,0.1065644,0.0389262,0.021673191,0.077611075
1914,0.622365534,0.350029155,0.021143417,0.004277348,0.002184545
1918,0.728244996,0.233687802,0.029431865,0.001344035,0.007291302
1921,0.605791918,0.381000734,0.009656953,0.002119118,0.001431277
1925,0.468980128,0.38694994,0.042360403,0.005593413,0.096116117
1931,0.616746271,0.186210993,0.128333201,0.006029554,0.062679982
1952,0.761342565,0.129014455,0.077002605,0.002752242,0.029888133
1954,0.635206376,0.141799815,0.083018909,0.033080616,0.106894284
1956,0.782910859,0.191189995,0.020335482,0.001861976,0.003701689
1961,0.618362083,0.306956996,0.025962943,0.00291295,0.045805028
1965,0.6971164,0.231887748,0.043368378,0.0029852,0.024642274
1975,0.725119825,0.234048067,0.034336269,0.003018018,0.003477822
1985,0.509752598,0.328376863,0.042166888,0.001910749,0.117792902
1989,0.452619042,0.336451262,0.052281098,0.005040894,0.153607704
2001,0.80738822,0.143163754,0.02924919,0.004033437,0.0161654
2006,0.736705801,0.189978278,0.046314495,0.004181787,0.022819638
2008,0.792840838,0.167505382,0.018911205,0.00086151,0.019881065
2012,0.787422365,0.173297329,0.030826476,0.001572572,0.006881258
2014,0.609255739,0.095850936,0.062168259,0.001240047,0.231485019
